premise,hypothesis,gpt_reply
"Film Bucin bercerita tentang 4 sahabat (Andovi, Tommy, Jovi, dan Chandra) yang berusaha keluar dari hubungan yang tidak sehat karena mereka BUCIN (Budak Cinta). Mereka memutuskan untuk mengikuti kelas ANTI BUCIN agar mereka bisa menjalankan hubungan yang lebih dewasa, dan tidak diperbudak oleh cinta.",Empat sahabat mengikuti kelas BUCIN.,"contradiction
"
"Jadi sehat lah, win-win situation kita bagus dalam olahraga untuk sementara ini. Apalagi setelah pandemi berakhir kompetisi jalan lagi. Jadi seharusnya pak Yoppy jangan terlalu emosional seperti sama KPAI kemarin. Itu yang paling penting. Pertimbangkan masak-masak, Budiarto menegaskan.",Pak Yoppy bersitegang dengan KPAI,"contradiction

**explanation:**

the premise explicitly states that pak yoppy *shouldn't* be emotional *like he was with kpai* (""jangan terlalu emosional seperti sama kpai kemarin""). this implies that there was a conflict or tense situation (""bersitegang"") with kpai in the past, and the premise advises against repeating that behavior. therefore, the premise contradicts the hypothesis that pak yoppy *didn't* get into a tense situation with kpai.
"
Peraturan Presiden Nomor 69 Tahun 2019 tentang Kementerian Pariwisata dan Ekonomi Kreatif telah mengubah Kementerian Pariwisata pada Kabinet Kerja menjadi Kementerian Pariwisata dan Ekonomi Kreatif dalam Kabinet Indonesia Maju 2019-2020.,Kementerian Pariwisata dulu bernama Kementerian Pariwisata dan Ekonomi Kreatif.,"contradiction

**explanation:**

the premise states the opposite of the hypothesis. the premise says the ministry *was* called kementerian pariwisata and *then* changed to kementerian pariwisata dan ekonomi kreatif. the hypothesis states it *was* already called kementerian pariwisata dan ekonomi kreatif. therefore, the premise contradicts the hypothesis.
"
"Novel ini mengisahkan tentang Harry Potter, seorang anak laki-laki yatim piatu yang pada usia sebelas tahun mengetahui bahwa ia adalah seorang penyihir, hidup dalam dunia biasa non sihir, atau Muggle. Kemampuan sihirnya adalah bawaan dan ia diundang untuk menghadiri sekolah yang mengajarkan tentang keterampilan dan pengetahuan sihir.",Harry memiliki kemampuan sihir bawaan.,"entailment
"
"Penyerang Juventus, Cristiano Ronaldo, merayakan gol ke gawang Cagliari, Minggu (22/11/2020) dini hari WIB.",Ronaldo adalah pemain belakang Juventus.,"contradiction
"
Selama dua hari terjadi 67 longsor dan 11 banjir di wilayah Kabupaten Banyumas.,Longsor di Kabupaten Banyumas menelan lebih banyak korban ketimbang banjir.,"neutral

**explanation:**

the premise states the number of landslides and floods. the hypothesis claims that landslides resulted in more casualties than floods. the premise doesn't provide any information about casualties. therefore, we cannot definitively say the premise entails or contradicts the hypothesis. it's possible that landslides caused more casualties, less casualties, or the same number of casualties as floods – we simply don't know based on the given information.
"
"Di bagian timur Indonesia, beberapa suku masih mempertahankan tradisi dengan erat, salah satunya adalah suku Dani di Papua, yang tinggal di rumah adat khasnya, yang bernama Honai.  Arsitektur Honai begitu khas dengan atap yang terbuat dari jerami atau ilalang.",Suku Dani tinggal di rumah beratap jerami.,"entailment
"
"Berikutnya, dengan jumlah gol sama, ada nama Mohamed Salah dari Liverpool. Satu tambahan gol dibuatnya dalam kemenangan Liverpool atas Tottenham Hotspur, Kamis (17/12/2020) dini hari WIB.",Pada tanggal 17 Desember 2020 kemarin Liverpool bertanding melawan Tottenham Hotspur.,"entailment
"
"Jika sepasang gen ini merupakan dua alel yang berbeda (Sb dan sB pada gambar 2), alel dominan (S atau B) akan selalu terekspresikan (tampak secara visual dari luar).","Jika sepasang gen ini merupakan dua alel yang berbeda (Sb dan sB pada gambar 2), alel dominan (S atau B) akan selalu terekspresikan dengan massa yang berbeda.","neutral
"
Karakter Wonder Woman membuat debut komiknya yang rilis di 1941 dan menjadi salah satu warisan DC sampai sekarang. Ia dianggap menjadi bagian dari DC Trinity bersama Batman dan Superman.,Wonder Woman pertama kali diperkenalkan di komik tahun 1941.,"entailment
"
Semua calon petahana Pilkada 2020 di 3 kabupaten di Yogyakarta dinyatakan kalah dalam rapat pleno penghitungan suara Komisi Pemilihan Umum (KPU).,KPU menyatakan semua calon petahana Pilkada 2020 di 3 kabupaten Yogyakarta kalah.,"entailment
"
"Randu, yang menganggap Dinar hanya berhalusinasi, menghadirkan seorang suster untuk menjaga Dinar dan membuatnya lebih tenang. Namun hantu perempuan itu kembali mengganggunya dan bahkan hampir mencelakainya.",Randu percaya apa yang dialami Dinar.,"contradiction

**explanation:**

the premise states that randu *thinks* dinar is hallucinating. he takes steps (bringing a nun) *because* he believes dinar is hallucinating. the hypothesis states randu *believes* what dinar is experiencing.  these are directly opposing viewpoints. if randu believes dinar is hallucinating, he cannot simultaneously believe what dinar is experiencing in a non-hallucinatory sense (especially considering the ghost incident). therefore, the hypothesis contradicts the premise.
"
Nenek moyang ibu Radcliffe adalah imigran Yahudi dari Polandia dan Rusia. Orangtua Radcliffe telah berperan sejak anak-anak.,Bakat peran Radcliffe bisa dikatakan menurun dari orangtuanya.,"neutral

**explanation:**

the premise states radcliffe's maternal ancestors were jewish immigrants from poland and russia, and her parents played a role since childhood. this tells us about her family history and early influences. however, it *doesn't* definitively state that her acting talent was passed down or influenced by her parents. it's possible her talent came from elsewhere or developed independently.

therefore, the premise neither confirms nor denies the hypothesis. it's neutral.
"
"Sekitar 1,5 juta pendatang yang terdiri atas Aparatur Sipil Negara (ASN), TNI dan POLRI beserta keluarganya, serta pelaku ekonomi lainnya akan hadir di wilayah IKN. Oleh karena itu, pemindahan IKN ke Kalimantan Timur perlu dipersiapkan sebaik mungkin agar tidak menimbulkan masalah yang tidak kita inginkan.","Sekitar 1,5 juta pendatang yang terdiri atas Aparatur Sipil Negara (ASN), TNI dan POLRI beserta keluarganya, serta pelaku ekonomi lainnya akan hadir di wilayah IKN bulan depan.","neutral
"
Topan Molave telah menewaskan 36 orang dan menyebabkan 46 orang lainnya hilang di Vietnam.,Topan Molave merusak 36 pemukiman.,"neutral

**explanation:**

the premise states the death toll and number of missing people due to typhoon molave in vietnam. the hypothesis claims that the typhoon damaged 36 settlements. while it's *possible* the typhoon damaged 36 settlements, the premise doesn't provide any information directly linking the typhoon to damage to specific settlements. it only mentions deaths and missing persons. therefore, the premise is neutral towards the hypothesis.
"
Kepala Dinas Pendidikan DKI Nahdiana tak pernah menyatakan yakin belajar tatap muka akan dimulai 2021.,Belajar tatap muka 2021 belum pasti dapat dilangsungkan.,"entailment
"
"Warga memotret buaya yang terjerat ban dari jarak dekat di Palu, Sulawesi Tengah, Selasa (15/12/2020). Balai Konservasi Sumber Daya Alam (BKSDA) Sulawesi Tengah mengimbau masyarakat untuk menjaga dan mengutamakan keselamatan dengan tidak mendekati buaya liar yang berada di sekitar Sungai Palu yang dalam beberapa waktu terakhir mulai menyerang dan menyebabkan warga terluka.",Akhir-akhir ini buaya liar banyak menyerang warga Palu.,"entailment
"
"Kemudian, Daihatsu Sigra BM 1733 ZT yg dikemudikan KEMAL AKBAR dengan kecepatan tinggi, menabrak bagian belakang sebelah kanan Truk Fuso.",Daihatsu dan Truk Fuso melintas dari arah berlawanan.,"neutral

**explanation:**

the premise states a collision between a daihatsu sigra and a truk fuso. it *doesn't* specify the direction of travel of either vehicle.  the hypothesis claims they were traveling in opposite directions. the premise is silent on this crucial detail. therefore, we cannot definitively say the premise entails, contradicts, or is neutral to the hypothesis. it's neutral because the information is missing.
"
"Di samping itu, Adrianus memaparkan terdapat temuan khusus yaitu kepatuhan penerapan protokol kesehatan di TPS.",Kepatuhan penerapan protokol kesehatan di TPS dipaparkan oleh Adrianus.,"entailment
"
"Tari topeng ini sendiri banyak sekali ragamnya dan mengalami perkembangan dalam hal gerakan, maupun cerita yang ingin disampaikan. Terkadang tari topeng dimainkan oleh satu penari tarian solo, atau bisa juga dimainkan oleh beberapa orang.",Tari topeng memiliki satu gerakan yang seragam.,"contradiction
"
MGPA optimistis MotoGP Indonesia akan masuk kalender MotoGP 2021.,MGPA pesimistis.,"contradiction
"
"Sebagai pemegang hak waralaba tunggal untuk merek KFC di Indonesia, PT Fast Food Indonesia Tbk didirikan oleh Keluarga Gelael pada 1978. Pada 1979, Perseroan mendapatkan akuisisi waralaba dengan pembukaan gerai pertama pada bulan Oktober di Jalan Melawai di Jakarta.",Kekayaan Gelael melejit hanya dalam 1 tahun sejak berdirinya KCF Indonesia.,"neutral
"
"Ibrahim Datuak Sangguno Dirajo  (lahir di Sungayang, Tanah Data, Hindia Belanda, 1858 - meninggal di Sungayang, Tanah Datar, Sumatra Tengah, 1949 pada umur 91) adalah seorang penulis, ahli adat dan budaya Minangkabau pada masa Hindia Belanda.",Ibrahim Datuak Sangguno Dirajo menguasai adat dan budaya Minangkabau.,"entailment
"
"Piala Sudirman, pertandingan tim internasional nomor beregu campuran diadakan setiap dua tahun, dimulai pada tahun 1989. Tim dibagi menjadi tujuh tingkat berdasarkan prestasi masing-masing negara. Untuk memenangkan turnamen, sebuah negara harus bermain dengan baik di semua nomor (ganda dan tunggal putra, ganda dan tunggal putri, dan ganda campuran).",Piala Sudirman tidak dipertandingkan pada tahun 1994.,"neutral
"
"Berbekal alat-alat yang tersedia di rumah, Kevin memasang banyak perangkap untuk menghukum si pencuri.",Hanya ada satu perangkap yang dibuat Kevin untuk si pencuri.,"contradiction

**explanation:**

the premise states kevin ""memasang banyak perangkap"" (installed many traps). the hypothesis states ""hanya ada satu perangkap"" (there is only one trap). these two statements directly oppose each other. therefore, the premise contradicts the hypothesis.
"
"ACS Jakarta adalah International Baccalaureate World School dan Cambridge Centre resmi yang menawarkan pendidikan berstandar dunia untuk anak-anak dari usia 3 - 18 tahun. Terletak di lingkungan yang aman, yang terletak di Tol Jorr di Kelurahan Setu, sekitar 15 kilometer arah tenggara dari Jakarta Pusat, mudah dicapai dari daerah perumahan utama Jakarta di Jakarta Selatan dan Utara.",ACS Jakarta juga memfasilitasi apabila orang tua ingin menyekolahkan anaknya ke luar negeri setelah lulus.,"neutral
"
"Kota Gunungsitoli adalah salah satu kota di provinsi Sumatra Utara, Indonesia.",Kota Gunungsitoli berada di Sumatra Utara.,"entailment
"
"Berbeda dengan musik pengiring tari Topeng Cirebon yang terdapat di wilayah kabupaten Cirebon dan kabupaten Indramayu yang menggunakan instrumen musik bernuansa khas Cirebonan seperti Gamelan cirebon dan sejenisnya. Pada tari Topeng Cirebon gaya Cipunegara, musik pengiringnya justru menggunakan musik-musik Bajidoran yang merupakan seni khas kebudayaan Sunda di kabupaten Subang dan kabupaten Karawang.",Seni pertunjukan Sunda selalu diiringi oleh musik Bajidoran.,"contradiction
"
Korban tewas akibat topan Vamco yang paling mematikan yang menghantam Filipina mencapai 67 orang.,Korban tewas akibat topan Vamco di Filipina mencapai lebih dari 50 orang.,"entailment
"
"Gebang hanya berbunga dan berbuah sekali, yakni di akhir masa hidupnya.","Pada awal masa hidupnya, gebang tidak berbunga dan berbuah.","entailment
"
"Universitas Bung Karno adalah universitas swasta yang bertempat di Jakarta Pusat, Indonesia. Nama universitas ini diambil dari nama Proklamator Kemerdekaan Indonesia, Ir. Soekarno dikenal juga dengan nama panggilan Bung Karno. Universitas ini didirikan oleh Yayasan Pendidikan Soekarno pada tahun 1999 dan diresmikan oleh Presiden RI ketiga, Prof. Dr. Ing. B.J. Habibie di Istana Presiden.",Ada banyak universitas swasta di Indonesia.,"neutral
"
"Berdasarkan catatan Herodotus, Thales pernah memberikan nasihat kepada orang-orang Ionia yang sedang terancam oleh serangan dari Kerajaan Persia pada pertengahan abad ke-6 SM. Thales menyarankan orang-orang Ionia untuk membentuk pusat pemerintahan dan administrasi bersama di kota Teos yang memiliki posisi sentral di seluruh Ionia.",Ionia pernah terancam oleh serangan dari Kerajaan Persia pada pertengahan abad ke-6 SM.,"entailment
"
"Simpanse dewasa, terutama jantan, dapat sangat agresif. Mereka sangat teritorial dan dikenal membunuh simpanse lainnya.","Simpanse dewasa, terutama betina, dapat sangat agresif, teritorial, dan membunuh simpanse lainnya.","contradiction
"
"Simpanse dewasa, terutama jantan, dapat sangat agresif. Mereka sangat teritorial dan dikenal membunuh simpanse lainnya.",Simpanse jantan membunuh simpanse lainnya dengan alat batu.,"neutral
"
"Randu (Reuben Elishama) dan Dinar (Jill Gladys) sedang berbahagia karena Dinar tengah mengandung buah hati mereka yang sedang memasuki bulan keempat. Namjun sejak mereka memiliki tetangga baru, seorang ibu paruh baya bernama Sukma (Meriam Bellina), keanehan demi keanehan mulai muncul, membuat Dinar ketakutan.",Kehamilan Dinar memasuki trimester kedua.,"contradiction

**explanation:**

the premise states dinar is in her fourth month of pregnancy, which is in the *third* trimester, not the second. therefore, the hypothesis that she is in the second trimester contradicts the information given in the premise.
"
"Hukum Charles, atau hukum volume, ditemukan tahun 1787 oleh Jacques Charles.",Jacques Charles ialah penemu hukum volume.,"entailment
"
"Roma didirikan sebagai suatu kekaisaran de facto, yang meraih ekspansi terbesarnya pada abad kedua di bawah kepemimpinan Kaisar Trajanus, Roma dikukuhkan sebagai caput Mundi, yaitu ibu kota dunia, suatu ungkapan yang telah disematkan pada periode Republik. Selama dua abad pertamanya, kekaisaran dipimpin oleh para kaisar dari dinasti Julio-Claudian, Flavia (yang juga membangun amfiteater eponim, dikenal sebagai Koloseum), dan Antonin.","Koloseum dibangun pada abad kedua, di bawah kepemimpinan Kaisar Trajanus.","neutral
"
PT Matahari Department Store Tbk (Matahari atau Perseroan) memiliki sejarah yang panjang dalam dunia ritel Indonesia.,PT Matahari adalah salah satu pemain di dunia ritel.,"entailment
"
"Di samping itu, Adrianus memaparkan terdapat temuan khusus yaitu kepatuhan penerapan protokol kesehatan di TPS.",Pilkada serentak terakhir dilakukan di tengah masa pandemi.,"neutral
"
"Maka dari itu, Sanatana-dharma menjadi sinonim bagi kebenaran dan ajaran Hindu yang ""abadi"", yang kemudian dipahami bahwa tidak hanya transenden bagi sejarah dan tak berubah-ubah, tapi juga tak terbagi-bagi dan pada pokoknya bukanlah sektarian.",Sanatana-dharma memiliki makna kebenaran yang senantiasa berubah.,"contradiction

**explanation:**

the premise states that sanatana-dharma is synonymous with eternal, unchanging truth and teachings. the hypothesis claims that it has a meaning of truth that is constantly changing. these two statements are directly opposing each other. therefore, the premise contradicts the hypothesis.
"
Happy Salma memulai kariernya di dunia seni peran dengan membintangi puluhan judul sinetron.,Happy Salma pernah membintangi sinetron laga.,"neutral
"
"Tapi sebagai gambaran, biasanya kami mengalokasikan capex sekitar Rp 20 triliun-Rp 30 triliun setiap tahunnya, termasuk untuk investasi, kata Tira kepada Bisnis, Rabu, 16 Desember 2020.","Tapi sebagai gambaran, biasanya kami mengalokasikan capex sekitar dua puluh sampai tiga puluh triliun rupiah setiap tahunnya, termasuk untuk investasi, kata Tira kepada Bisnis, Rabu, 16 Desember 2020.","entailment
"
Komisioner KPU Kota Surabaya Divisi Teknis Penyelenggaraan Soeprayitno membacakan hasil rekapitulasi bahwa Er-Ji unggul dengan perolehan sebanyak 597.540 suara. Sedangkan Machfud-Mujiaman mendapat suara 451.794 suara.,Soeprayitno memimpin rapat rekapitulasi suara di KPU Kota Surabaya.,"entailment
"
"Sepat rawa memangsa zooplankton, krustasea kecil dan aneka larva serangga. Pada musim berbiak, ikan jantan membangun sebuah sarang busa untuk menampung dan memelihara telur-telur sepat betina, yang dijagainya dengan agresif.",Sepat rawa sanggup bertahan hidup tanpa makan selama 1 minggu.,"neutral
"
"Sepat rawa, Trichogaster trichopterus, atau sering disebut sepat (biasa) adalah sejenis ikan anggota suku gurami (Osphronemidae). Seperti kerabatnya yang bertubuh lebih besar, sepat siam (T. pectoralis), ikan ini merupakan ikan konsumsi yang disukai orang, meski umumnya hanya bernilai lokal.",Sepat rawa dan sepat siam bisa berenang di air.,"entailment
"
"Ternyata metode pengajaran cinta di kelas ini, yang diajar oleh Vania (Susan Sameh), sangatlah ekstrim, malah kelas ini mengancam hubungan percintaan dan persahabatan mereka. Akankah mereka lulus dari kelas anti bucin ini?",Mereka bersahabat dengan Vania.,"neutral
"
"Sebagian besar semut dikenal sebagai serangga sosial, dengan koloni dan sarang-sarangnya yang teratur beranggotakan ribuan semut per koloni. Anggota koloni terbagi menjadi semut pekerja, semut pejantan, dan ratu semut.",Koloni semut umumnya beranggotakan puluhan semut per koloni,"contradiction

**explanation:**

the premise states that ant colonies are typically comprised of *thousands* of ants. the hypothesis claims they are comprised of *dozens* of ants.  thousands is significantly more than dozens, directly contradicting the hypothesis. therefore, the premise contradicts the hypothesis.
"
"Spontan, Zaenal Arifin langsung meminta maaf kepada petugas kasir dan pemilik warung. Di kesempatan itu, Zaenal Arifin juga menjelaskan bahwa dirinya benar-benar lupa membawa dompet.",Zaenal membawa dompet.,"contradiction
"
"Sepat, sebagaimana kerabat dekatnya yakni tambakan, gurami, betok, dan cupang, tergolong ke dalam anak bangsa (subordo) Anabantoidei. Kelompok ini dicirikan oleh adanya organ labirin (labyrinth) di ruang insangnya, yang amat berguna untuk membantu menghirup oksigen langsung dari udara.",Sepat mirip dengan gurami dan memiliki organ labirin.,"entailment
"
"Dari aspek keamanan, vaksin Covid-19 sudah baik,"" kata Penny dalam keterangan rilis di Jakarta, Kamis (17/12/2020).","""Covid-19 sudah aman"", kata Penny.","entailment

**explanation:**

the premise states that from a security aspect (""aspek keamanan""), the covid-19 vaccine is ""good"". the hypothesis states that ""covid-19 is safe.""  while not explicitly saying the virus itself is safe, the implication is that the vaccine's safety contributes to the overall safety regarding the pandemic. therefore, the premise *entails* the hypothesis, as a good vaccine contributes to the idea of safety.
"
"Karena Provinsi DKI Jakarta kondisi alam serta geografisnya tidak mempunyai sumber daya alam seperti daerah lain maka dirancanglah sebuah ide oleh Pemda Provinsi DKI Jakarta khususnya di bidang pendidikan, untuk membuat sebuah ikon bagi kota Jakarta yang melambangkan bahwa Jakarta juga mempunyai sebuah tempat untuk menampung anak-anak usia sekolah yang memiliki kemampuan di atas rata-rata di mana para lulusannya kelak selain cerdas dan pintar di bidang ilmu pengetahuan juga dapat menjadi calon-calon pemimpin bangsa di masa yang akan datang yang unggul dalam bidang sains, terampil, sehat jasmani, yang dilandasi Iman-Taqwa","Pemimpin bangsa masa depan diharapkan adalah orang yang cerdas, sehat, dan beriman.","entailment
"
"Lippo Karawaci menciptakan perkembangan yang terencana yang menghindari kemacetan lalu lintas, yang bebas banjir, dan memiliki infrastruktur kelas dunia. Perusahaan ini didorong oleh visi mempengaruhi kehidupan, sementara terus menciptakan nilai bagi para stakeholder.",Lippo memiliki infrastruktur kelas Karawaci.,"entailment
"
Hanya di satu episode Eki mendapat nilai 98 karena salah satu juri merasa Eki terlalu hebat dan akhirnya mengurangi nilainya.,"Di semua episode, ia selalu meraih angka hampir sempurna.","contradiction

**explanation:**

the premise states that eki *only once* received a score of 98 because a judge felt he was *too good* and lowered his score. this directly contradicts the hypothesis, which claims he *always* achieves near-perfect scores. therefore, the premise contradicts the hypothesis.
"
"Longsor dan tanah gerak, terjadi di Desa Bodas, Kecamatan Kandangserang, Kabupaten Pekalongan, Jawa Tengah. Sebanyak 95 rumah di Dusun Bodas 1 dan Nifas 2 rusak. ",Longsor dan tanah gerak juga menewaskan warga di Desa Bodas.,"neutral

**explanation:**

the premise states that landslides and soil movement occurred and caused damage to houses. it *doesn't* explicitly mention any fatalities. while it's possible people were killed, the premise doesn't provide information to confirm or deny this. therefore, the premise is neutral towards the hypothesis.
"
"AAU (Amateur Athletic Union) adalah badan pengelola di Amerika Serikat sampai runtuh di bawah tekanan profesionalisme pada akhir tahun 1970. Sebuah badan baru bernama The Athletic Congress (TAC) dibentuk, dan akhirnya dinamai USA Track and Field (USATF atau USA T&F). Sebuah tambahan, organisasi dengan struktural yang lebih kecil, Road Runner Club of America (RRCA) juga ada di USA untuk mempromosikan balap jalanan.",Kantor AAU terletak di salah satu kota di Indonesia.,"neutral
"
"Bencana tanah bergerak itu terjadi pada Kamis pagi, sekitar pukul 06.00 WIB. Tanah tiba-tiba bergerak usai dipicu hujan lebat berhari-hari.",Bencana tanah bergerak itu terjadi di Pulau Jawa.,"neutral
"
"Badminton World Federation (BWF) menyelenggarakan beberapa kompetisi internasional, termasuk Piala Thomas, partai beregu internasional putra utama pertama kali diadakan pada 1948-1949, dan Piala Uber, setara putri pertama kali diadakan pada 1956-1957. Kompetisi berlangsung setiap dua tahun. Lebih dari 50 tim nasional bersaing di turnamen kualifikasi dalam konfederasi benua untuk tempat di final. Turnamen final melibatkan 12 tim, menyusul peningkatan dari delapan tim pada tahun 2004.",Piala Thomas dan Uber bukan event yang diadakan setiap tahun.,"entailment
"
"Novrial mengatakan kebijakan tes swab gratis tersebut sebenarnya sudah lama diterapkan Pemerintah Provinsi Sumbar, sejak awal Lebaran lalu. Namun khusus saat liburan Natal dan Tahun Baru lebih diintensifkan.",Tes swab gratis yang diterapkan Pemerintah Provinsi Sumbar saat liburan Natal dan Tahun Baru lebih ditingkatkan intensitasnya.,"entailment
"
"Supermodel Naomi Campbell kerap menggunakan baju hazmat, terlebih saat dia melakukan perjalanan naik pesawat.",Naomi Campbell adalah supermodel asal Inggris.,"neutral
"
"Teori tentang materi yang berjiwa ini disebut hylezoisme. Argumentasi Thales didasarkan pada magnet yang dikatakan memiliki jiwa raga karena mampu menggerakkan besi. Di Mesir, Thales mempelajari ilmu ukur dan membawanya ke Yunani. Ia dikatakan dapat mengukur piramida dari bayangannya saja.",Para filosof di zaman dulu percaya bahwa benda mati memiliki jiwa.,"entailment
"
"Happy Salma menikah pada 3 Oktober 2010 dengan Tjokorda Bagus Dwi Santana Kerthyasa  yang merupakan pria keturunan bangsawan Ubud, Bali dan berdarah Bali-Australia.",Tjokorda Bagus Dwi Santana Kerthyasa lahir di Australia.,"neutral
"
"Kota Gunungsitoli adalah salah satu kota di provinsi Sumatra Utara, Indonesia.",Gunungsitoli adalah salah satu provinsi di Indonesia.,"contradiction
"
"Secara umumnya, pada gas ideal, total energinya hanya terdiri dari energi kinetik (translasional) berdasarkan asumsi bahwa partikel-partikel gas tersebut bergerak secara independen dari satu sama lainnya dan tidak memiliki derajat kebebasan internal. Teorema ekuipartisi memprediksikan bahwa energi total rata-rata suatu gas ideal berpartikel sejumlah N adalah (3/2) N kB T.",Energi total rata-rata suatu gas ideal diprediksi menggunakan teorema ekuipartisi.,"entailment
"
Edward mendengar Giselle bernyanyi dan pergi untuk menemukannya.,Giselle pergi mencari Edward.,"neutral
"
